step,node
293,8
294,9
295,29
296,7
297,29
298,9
299,29
300,9
301,27
302,16
303,27
304,9
305,12
306,19
307,5
308,8
309,9
310,27
311,16
312,8
313,17
314,15
315,17
316,12
317,8
318,9
319,27
320,16
321,27
322,9
323,29
324,16
325,22
326,8
327,22
328,12
329,9
330,29
331,20
332,8
333,9
334,13
335,6
336,7
337,6
338,21
339,6
340,7
341,20
342,29
343,22
344,17
345,8
346,12
347,9
348,13
349,5
350,13
351,6
352,7
353,29
354,22
355,5
356,19
357,12
358,9
359,12
360,22
361,17
362,15
363,17
364,8
365,5
366,13
367,5
368,13
369,9
370,27
371,16
372,8
373,9
374,8
375,20
376,24
377,20
378,21
379,20
380,7
381,29
382,9
383,29
384,20
385,8
386,9
387,13
388,5
389,19
390,5
391,19
392,22
393,19
394,12
395,8
396,16
397,27
398,16
399,8
400,22
401,12
402,22
403,19
404,12
405,8
406,12
407,19
408,5
409,8
410,22
411,29
412,6
413,29
414,7
415,29
416,7
417,20
418,29
419,16
420,27
421,6
422,7
423,6
424,21
425,6
426,13
427,5
428,13
429,9
430,8
431,20
432,24
433,14
434,30
435,14
436,4
437,14
438,24
439,10
440,23
441,11
442,2
443,18
444,2
445,4
446,2
447,4
448,2
449,18
450,25
451,18
452,26
453,18
454,2
455,4
456,28
457,25
458,24
459,20
460,24
461,10
462,24
463,18
464,4
465,18
466,30
467,26
468,1
469,26
470,18
471,26
472,18
473,24
474,10
475,14
476,26
477,18
478,26
479,1
480,30
481,3
482,30
483,4
484,30
485,24
486,14
487,4
488,2
489,4
490,30
491,1
492,30
493,4
494,2
495,18
496,30
497,26
498,18
499,4
500,28
501,25
502,24
503,11
504,23
505,10
506,14
507,24
508,14
509,26
510,30
511,1
512,3
513,30
514,18
515,26
516,1
517,30
518,3
519,1
520,23
521,10
522,24
523,11
524,24
525,11
526,2
527,11
528,2
529,18
530,26
531,14
532,4
533,2
534,4
535,18
536,25
537,24
538,10
539,14
540,30
541,26
542,14
543,30
544,3
545,1
546,23
547,1
548,3
549,1
550,23
551,11
552,23
553,1
554,26
555,14
556,30
557,18
558,24
559,30
560,3
561,1
562,3
563,30
564,3
565,1
566,30
567,26
568,14
569,24
570,14
571,24
572,25
573,24
574,18
575,30
576,14
577,24
578,14
579,30
580,18
581,25
582,28
583,25
584,18
585,2
586,11
587,2
588,18
589,24
590,10
591,23
592,1
593,26
594,30
595,18
596,24
597,25
598,18
599,26
600,18
601,4
602,18
603,24
604,30
605,14
606,4
607,18
608,4
609,18
610,24
611,10
612,14
613,24
614,11
615,24
616,30
617,26
618,1
619,26
620,1
621,30
622,24
623,11
624,23
625,10
626,24
627,30
628,4
629,14
630,24
631,20
632,21
633,20
634,21
635,20
636,29
637,22
638,29
639,16
640,8
641,9
642,29
643,16
644,8
645,20
646,24
647,10
648,14
649,26
650,18
651,24
652,25
653,24
654,18
655,24
656,18
657,2
658,11
659,23
660,10
661,14
662,10
663,14
664,10
665,14
666,24
667,20
668,29
669,16
670,27
671,9
672,27
673,9
674,12
675,17
676,12
677,9
678,12
679,9
680,13
681,6
682,21
683,6
684,7
685,6
686,21
687,20
688,21
689,20
690,8
691,16
692,27
693,9
694,13
695,9
696,8
697,17
698,12
699,22
700,19
701,22
702,17
703,22
704,8
705,22
706,29
707,16
708,22
709,16
710,22
711,5
712,22
713,5
714,19
715,5
716,22
717,8
718,22
719,5
720,13
721,6
722,7
723,6
724,29
725,20
726,8
727,20
728,24
729,14
730,24
731,11
732,23
733,1
734,23
735,11
736,23
737,1
738,30
739,24
740,10
741,14
742,26
743,30
744,4
745,30
746,24
747,30
748,3
749,1
750,23
751,1
752,30
753,4
754,30
755,24
756,14
757,24
758,18
759,25
760,28
761,25
762,18
763,26
764,30
765,18
766,2
767,18
768,2
769,4
770,30
771,14
772,10
773,23
774,11
775,23
776,10
777,23
778,1
779,23
780,11
781,23
782,10
783,24
784,20
785,21
786,6
787,27
788,6
789,27
790,9
791,29
792,22
793,19
794,12
795,8
796,12
797,19
798,12
799,9
800,13
801,5
802,19
803,5
804,19
805,22
806,29
807,7
808,6
809,21
810,6
811,13
812,5
813,19
814,22
815,19
816,22
817,8
818,12
819,19
820,12
821,9
822,12
823,17
824,22
825,8
826,9
827,12
828,9
829,27
830,9
831,27
832,16
833,29
834,9
835,8
836,20
837,21
838,20
839,8
840,17
841,22
842,12
843,22
844,5
845,22
846,12
847,22
848,29
849,7
850,6
851,7
852,6
853,7
854,20
855,7
856,20
857,21
858,20
859,8
860,12
861,9
862,27
863,6
864,7
865,6
866,29
867,6
868,21
869,20
870,24
871,18
872,26
873,18
874,4
875,30
876,4
877,14
878,4
879,30
880,18
881,25
882,18
883,26
884,18
885,24
886,11
887,23
888,1
889,30
890,4
891,14
892,26
893,18
894,4
895,2
896,4
897,30
898,1
899,3
900,1
901,23
902,10
903,23
904,11
905,2
906,4
907,30
908,4
909,18
910,24
911,10
912,14
913,10
914,23
915,11
916,24
917,20
918,8
919,22
920,8
921,5
922,19
923,22
924,12
925,9
926,29
927,16
928,29
929,6
930,13
931,5
932,13
933,9
934,13
935,9
936,8
937,17
938,22
939,5
940,22
941,19
942,12
943,22
944,29
945,22
946,8
947,9
948,27
949,9
950,8
951,12
952,17
953,22
954,12
955,9
956,13
957,6
958,13
959,9
960,13
961,5
962,22
963,19
964,5
965,8
966,12
967,8
968,22
969,16
970,8
971,20
972,24
973,10
974,24
975,10
976,24
977,25
978,24
979,18
980,4
981,18
982,2
983,18
984,2
985,4
986,30
987,1
988,26
989,30
990,24
991,11
992,23
993,10
994,14
995,24
996,11
997,24
998,11
999,2
1000,4
1001,14
1002,26
1003,18
1004,25
1005,18
1006,30
1007,26
1008,14
1009,24
1010,14
1011,24
1012,20
1013,21
1014,6
1015,29
1016,22
1017,5
1018,22
1019,12
1020,17
1021,12
1022,22
1023,16
1024,29
1025,7
1026,6
1027,21
1028,20
1029,29
1030,6
1031,29
1032,22
1033,29
1034,20
1035,8
1036,12
1037,19
1038,22
1039,5
1040,8
1041,16
1042,27
1043,6
1044,21
1045,6
1046,13
1047,6
1048,21
1049,6
1050,21
1051,20
1052,21
1053,20
1054,29
1055,9
1056,12
1057,22
1058,12
1059,19
1060,5
1061,19
1062,5
1063,22
1064,12
1065,17
1066,12
1067,17
1068,22
1069,5
1070,8
1071,22
1072,12
1073,17
1074,8
1075,17
1076,15
1077,17
1078,22
1079,19
1080,5
1081,22
1082,17
1083,22
1084,16
1085,22
1086,19
1087,5
1088,19
1089,22
1090,19
1091,12
1092,19
1093,22
1094,17
1095,8
1096,22
1097,8
1098,12
1099,22
1100,29
1101,6
1102,7
1103,20
1104,7
1105,29
1106,16
1107,29
1108,9
1109,29
1110,16
1111,29
1112,6
1113,7
1114,20
1115,8
1116,20
1117,8
1118,16
1119,27
1120,6
1121,29
1122,7
1123,20
1124,8
1125,17
1126,8
1127,20
1128,8
1129,12
1130,8
1131,12
1132,19
1133,22
1134,5
1135,19
1136,22
1137,29
1138,9
1139,27
1140,9
1141,27
1142,9
1143,13
1144,9
1145,13
1146,5
1147,22
1148,12
1149,9
1150,8
1151,17
1152,22
1153,19
1154,12
1155,9
1156,13
1157,9
1158,29
1159,9
1160,27
1161,16
1162,29
1163,6
1164,13
1165,6
1166,29
1167,22
1168,8
1169,22
1170,17
1171,15
1172,17
1173,22
1174,17
1175,15
1176,17
1177,15
1178,17
1179,15
1180,17
1181,8
1182,9
1183,8
1184,17
1185,22
1186,5
1187,8
1188,22
1189,17
1190,8
1191,20
1192,8
1193,17
1194,8
1195,20
1196,7
1197,29
1198,7
1199,20
1200,8
1201,9
1202,12
1203,8
1204,9
1205,13
1206,9
1207,27
1208,16
1209,27
1210,6
1211,27
1212,6
1213,7
1214,29
1215,7
1216,6
1217,21
1218,20
1219,21
1220,6
1221,29
1222,16
1223,27
1224,6
1225,29
1226,6
1227,29
1228,6
1229,7
1230,6
1231,21
1232,6
1233,13
1234,6
1235,7
1236,20
1237,24
1238,14
1239,4
1240,28
1241,25
1242,28
1243,25
1244,18
1245,26
1246,30
1247,3
1248,1
1249,23
1250,11
1251,23
1252,1
1253,30
1254,18
1255,4
1256,18
1257,26
1258,30
1259,24
1260,18
1261,24
1262,25
1263,18
1264,26
1265,1
1266,3
1267,30
1268,4
1269,28
1270,25
1271,24
1272,30
1273,26
1274,1
1275,26
1276,14
1277,30
1278,14
1279,10
1280,23
1281,11
1282,24
1283,25
1284,28
1285,25
1286,24
1287,14
1288,4
1289,2
1290,18
1291,2
1292,11
1293,24
1294,14
1295,26
1296,18
1297,25
1298,28
1299,25
1300,18
1301,30
1302,24
1303,30
1304,24
1305,11
1306,2
1307,11
1308,2
1309,18
1310,30
1311,14
1312,10
1313,14
1314,10
1315,23
1316,11
1317,2
1318,18
1319,2
1320,11
1321,2
1322,18
1323,4
1324,30
1325,4
1326,30
1327,24
1328,30
1329,18
1330,24
1331,11
1332,2
1333,11
1334,24
1335,30
1336,4
1337,30
1338,18
1339,2
1340,4
1341,30
1342,4
1343,30
1344,14
1345,4
1346,18
1347,26
1348,1
1349,3
1350,30
1351,24
1352,10
1353,24
1354,10
1355,14
1356,4
1357,30
1358,14
1359,10
1360,24
1361,18
1362,2
1363,18
1364,25
1365,18
1366,24
1367,30
1368,4
1369,18
1370,26
1371,30
1372,14
1373,26
1374,18
1375,30
1376,3
1377,1
1378,26
1379,30
1380,4
1381,14
1382,10
1383,24
1384,20
1385,29
1386,16
1387,8
1388,9
1389,27
1390,6
1391,27
1392,16
1393,22
1394,29
1395,16
1396,27
1397,6
1398,29
1399,9
1400,27
1401,16
1402,27
1403,16
1404,8
1405,9
1406,27
1407,16
1408,27
1409,6
1410,29
1411,20
1412,7
1413,20
1414,29
1415,20
1416,21
1417,20
1418,21
1419,20
1420,24
1421,25
1422,18
1423,2
1424,18
1425,30
1426,4
1427,30
1428,4
1429,30
1430,3
1431,30
1432,1
1433,30
1434,3
1435,30
1436,4
1437,28
1438,25
1439,18
1440,24
1441,11
1442,2
1443,4
1444,14
1445,4
1446,28
1447,4
1448,18
1449,2
1450,11
1451,2
1452,18
1453,2
1454,18
1455,2
1456,18
1457,4
1458,28
1459,4
1460,28
1461,4
1462,30
1463,3
1464,30
1465,4
1466,14
1467,26
1468,14
1469,4
1470,14
1471,30
1472,1
1473,26
1474,18
1475,25
1476,28
1477,4
1478,30
1479,3
1480,30
1481,4
1482,18
1483,25
1484,18
1485,26
1486,30
1487,18
1488,25
1489,28
1490,4
1491,30
1492,18
1493,2
1494,11
1495,23
1496,10
1497,23
1498,1
1499,26
1500,18
1501,4
1502,2
1503,11
1504,24
1505,18
1506,4
1507,30
1508,18
1509,30
1510,18
1511,26
1512,1
1513,3
1514,30
1515,4
1516,14
1517,4
1518,30
1519,4
1520,28
1521,4
1522,28
1523,25
1524,18
1525,30
1526,14
1527,26
1528,1
1529,3
1530,1
1531,23
1532,10
1533,23
1534,10
1535,23
1536,11
1537,23
1538,1
1539,30
1540,1
1541,23
1542,10
1543,23
1544,1
1545,30
1546,14
1547,10
1548,14
1549,30
1550,24
1551,10
1552,23
1553,11
1554,2
1555,11
1556,23
1557,10
1558,14
1559,30
1560,3
1561,30
1562,3
1563,1
1564,3
1565,30
1566,18
1567,25
1568,28
1569,4
1570,30
1571,1
1572,3
1573,30
1574,4
1575,18
1576,24
1577,18
1578,4
1579,30
1580,14
1581,26
1582,30
1583,26
1584,14
1585,24
1586,11
1587,2
1588,11
1589,2
1590,11
1591,24
1592,25
1593,18
1594,4
1595,28
1596,25
1597,18
1598,30
1599,3
1600,1
1601,23
1602,1
1603,26
1604,18
1605,26
1606,18
1607,4
1608,28
1609,4
1610,14
1611,30
1612,1
1613,30
1614,18
1615,30
1616,24
1617,10
1618,14
1619,30
1620,1
1621,23
1622,10
1623,23
1624,11
1625,23
1626,10
1627,23
1628,10
1629,23
1630,11
1631,23
1632,10
1633,14
1634,24
1635,18
1636,4
1637,28
1638,25
1639,24
1640,10
1641,14
1642,10
1643,23
1644,10
1645,26
1646,18
1647,30
1648,4
1649,30
1650,26
1651,14
1652,26
1653,1
1654,23
1655,11
1656,2
1657,4
1658,2
1659,11
1660,2
1661,18
1662,30
1663,14
1664,10
1665,23
1666,11
1667,24
1668,14
1669,30
1670,1
1671,3
1672,30
1673,3
1674,30
1675,24
1676,20
1677,24
1678,30
1679,26
1680,14
1681,30
1682,26
1683,18
1684,25
1685,28
1686,25
1687,18
1688,30
1689,4
1690,2
1691,11
1692,23
1693,11
1694,2
1695,11
1696,24
1697,18
1698,26
1699,1
1700,23
1701,11
1702,2
1703,4
1704,18
1705,30
1706,4
1707,30
1708,18
1709,24
1710,30
1711,24
1712,30
1713,18
1714,25
1715,24
1716,14
1717,26
1718,18
1719,2
1720,4
1721,14
1722,26
1723,14
1724,26
1725,18
1726,4
1727,2
1728,11
1729,23
1730,11
1731,2
1732,4
1733,18
1734,24
1735,25
1736,28
1737,25
1738,28
1739,4
1740,14
1741,24
1742,30
1743,4
1744,2
1745,11
1746,23
1747,11
1748,23
1749,1
1750,30
1751,14
1752,30
1753,3
1754,1
1755,23
1756,1
1757,23
1758,10
1759,23
1760,11
1761,2
1762,18
1763,2
1764,4
1765,14
1766,4
1767,2
1768,18
1769,26
1770,30
1771,4
1772,14
1773,26
1774,18
1775,26
1776,1
1777,26
1778,30
1779,14
1780,10
1781,23
1782,10
1783,23
1784,1
1785,3
1786,30
1787,3
1788,30
1789,4
1790,2
1791,11
1792,24
1793,18
1794,2
1795,18
1796,4
1797,18
1798,25
1799,28
1800,4
1801,14
1802,10
1803,23
1804,10
1805,24
1806,14
1807,26
1808,1
1809,3
1810,30
1811,26
1812,30
1813,3
1814,1
1815,30
1816,14
1817,4
1818,14
1819,24
1820,20
1821,8
1822,5
1823,22
1824,5
1825,22
1826,17
1827,15
1828,17
1829,12
1830,17
1831,15
1832,17
1833,15
1834,17
1835,22
1836,5
1837,22
1838,29
1839,9
1840,13
1841,6
1842,21
1843,6
1844,7
1845,29
1846,22
1847,5
1848,13
1849,9
1850,29
1851,7
1852,20
1853,24
1854,25
1855,28
1856,25
1857,24
1858,11
1859,23
1860,10
1861,24
1862,14
1863,30
1864,26
1865,18
1866,25
1867,24
1868,30
1869,24
1870,20
1871,24
1872,11
1873,2
1874,11
1875,2
1876,11
1877,23
1878,10
1879,23
1880,1
1881,30
1882,18
1883,26
1884,1
1885,30
1886,26
1887,18
1888,30
1889,26
1890,1
1891,23
1892,10
1893,24
1894,30
1895,24
1896,30
1897,4
1898,30
1899,24
1900,10
1901,23
1902,11
1903,2
1904,4
1905,30
1906,24
1907,25
1908,18
1909,26
1910,14
1911,30
1912,24
1913,25
1914,24
1915,20
1916,24
1917,18
1918,30
1919,18
1920,2
1921,4
1922,18
1923,25
1924,28
1925,4
1926,18
1927,24
1928,14
1929,4
1930,28
1931,25
1932,28
1933,25
1934,24
1935,14
1936,30
1937,4
1938,28
1939,25
1940,18
1941,30
1942,3
1943,30
1944,3
1945,30
1946,3
1947,30
1948,14
1949,26
1950,30
1951,4
1952,30
1953,14
1954,10
1955,24
1956,18
1957,4
1958,18
1959,25
1960,18
1961,25
1962,28
1963,25
1964,24
1965,11
1966,24
1967,30
1968,24
1969,20
1970,24
1971,11
1972,24
1973,30
1974,26
1975,18
1976,26
1977,30
1978,24
1979,30
1980,24
1981,11
1982,2
1983,18
1984,25
1985,24
1986,14
1987,26
1988,1
1989,30
1990,3
1991,1
1992,30
1993,1
1994,26
1995,30
1996,24
1997,25
1998,24
1999,25
2000,28
2001,4
2002,18
2003,2
2004,18
2005,30
2006,26
2007,30
2008,24
2009,10
2010,23
2011,10
2012,24
2013,11
2014,2
2015,11
2016,2
2017,4
2018,18
2019,26
2020,14
2021,10
2022,14
2023,26
2024,1
2025,23
2026,1
2027,3
2028,30
2029,3
2030,1
2031,23
2032,1
2033,23
2034,11
2035,24
2036,25
2037,28
2038,4
2039,2
2040,11
2041,24
2042,18
2043,26
2044,14
2045,24
2046,14
2047,30
2048,24
2049,10
2050,14
2051,26
2052,1
2053,23
2054,11
2055,2
2056,11
2057,23
2058,11
2059,2
2060,18
2061,24
2062,10
2063,23
2064,11
2065,24
2066,10
2067,14
2068,24
2069,10
2070,24
2071,30
2072,24
2073,18
2074,24
2075,11
2076,23
2077,1
2078,23
2079,10
2080,24
2081,30
2082,1
2083,30
2084,24
2085,11
2086,2
2087,4
2088,14
2089,4
2090,2
2091,18
2092,24
2093,10
2094,23
2095,1
2096,30
2097,26
2098,30
2099,24
2100,10
2101,24
2102,25
2103,24
2104,18
2105,25
2106,28
2107,25
2108,24
2109,14
2110,30
2111,3
2112,1
2113,26
2114,1
2115,30
2116,26
2117,30
2118,26
2119,18
2120,26
2121,30
2122,14
2123,4
2124,14
2125,26
2126,18
2127,25
2128,28
2129,4
2130,2
2131,4
2132,14
2133,30
2134,18
2135,30
2136,26
2137,1
2138,26
2139,1
2140,30
2141,18
2142,26
2143,14
2144,24
2145,11
2146,2
2147,11
2148,23
2149,10
2150,24
2151,11
2152,23
2153,11
2154,2
2155,18
2156,24
2157,30
2158,1
2159,26
2160,30
2161,26
2162,30
2163,26
2164,30
2165,14
2166,10
2167,24
2168,30
2169,1
2170,30
2171,26
2172,30
2173,4
2174,30
2175,3
2176,1
2177,3
2178,1
2179,23
2180,1
2181,30
2182,4
2183,18
2184,30
2185,1
2186,30
2187,26
2188,30
2189,14
2190,4
2191,28
2192,25
2193,24
2194,10
2195,23
2196,1
2197,26
2198,1
2199,3
2200,1
2201,3
2202,30
2203,3
2204,30
2205,24
2206,30
2207,4
2208,28
2209,25
2210,24
2211,18
2212,25
2213,18
2214,26
2215,1
2216,23
2217,1
2218,23
2219,10
2220,23
2221,10
2222,24
2223,18
2224,24
2225,14
2226,4
2227,28
2228,4
2229,14
2230,26
2231,1
2232,23
2233,1
2234,26
2235,1
2236,30
2237,18
2238,24
2239,25
2240,18
2241,26
2242,1
2243,26
2244,18
2245,25
2246,24
2247,30
2248,24
2249,20
2250,29
2251,9
2252,13
2253,5
2254,13
2255,5
2256,13
2257,5
2258,8
2259,5
2260,8
2261,22
2262,8
2263,12
2264,9
2265,8
2266,17
2267,8
2268,12
2269,22
2270,16
2271,27
2272,6
2273,13
2274,9
2275,12
2276,17
2277,22
2278,8
2279,16
2280,29
2281,6
2282,29
2283,22
2284,17
2285,8
2286,12
2287,22
2288,17
2289,22
2290,19
2291,22
2292,16
2293,29
2294,20
2295,24
2296,18
2297,2
2298,11
2299,23
2300,10
2301,23
2302,11
2303,2
2304,4
2305,30
2306,26
2307,18
2308,30
2309,26
2310,1
2311,23
2312,1
2313,23
2314,11
2315,24
2316,18
2317,25
2318,28
2319,25
2320,24
2321,30
2322,24
2323,20
2324,24
2325,10
2326,23
2327,10
2328,23
2329,11
2330,24
2331,25
2332,24
2333,25
2334,18
2335,24
2336,11
2337,2
2338,18
2339,26
2340,18
2341,25
2342,28
2343,25
2344,18
2345,26
2346,18
2347,4
2348,14
2349,10
2350,14
2351,4
2352,30
2353,24
2354,20
2355,24
2356,25
2357,28
2358,4
2359,2
2360,4
2361,30
2362,26
2363,18
2364,26
2365,14
2366,10
2367,24
2368,25
2369,24
2370,25
2371,24
2372,10
2373,24
2374,30
2375,1
2376,30
2377,18
2378,2
2379,11
2380,24
2381,11
2382,2
2383,18
2384,4
2385,18
2386,4
2387,14
2388,4
2389,18
2390,2
2391,11
2392,23
2393,10
2394,24
2395,10
2396,23
2397,11
2398,24
2399,30
2400,26
2401,18
2402,26
2403,14
2404,26
2405,18
2406,26
2407,14
2408,24
2409,14
2410,26
2411,30
2412,18
2413,4
2414,18
2415,26
2416,14
2417,24
2418,20
2419,24
2420,25
2421,18
2422,2
2423,11
2424,23
2425,10
2426,23
2427,10
2428,23
2429,10
2430,23
2431,10
2432,24
2433,20
2434,21
2435,6
2436,13
2437,9
2438,13
2439,6
2440,13
2441,9
2442,12
2443,9
2444,12
2445,9
2446,29
2447,9
2448,29
2449,16
2450,8
2451,12
2452,22
2453,8
2454,22
2455,19
2456,22
2457,5
2458,19
2459,22
2460,19
2461,5
2462,19
2463,22
2464,5
2465,19
2466,5
2467,8
2468,9
2469,29
2470,22
2471,5
2472,13
2473,6
2474,29
2475,9
2476,29
2477,7
2478,29
2479,22
2480,29
2481,7
2482,6
2483,29
2484,9
2485,13
2486,9
2487,29
2488,16
2489,22
2490,12
2491,19
2492,22
2493,19
2494,5
2495,22
2496,8
2497,20
2498,8
2499,17
2500,15
2501,17
2502,15
2503,17
2504,15
2505,17
2506,12
2507,19
2508,5
2509,19
2510,22
2511,5
2512,8
2513,20
2514,7
2515,20
2516,7
2517,6
2518,13
2519,6
2520,27
2521,6
2522,7
2523,20
2524,21
2525,20
2526,21
2527,6
2528,13
2529,5
2530,13
2531,9
2532,8
2533,9
2534,12
2535,19
2536,22
2537,19
2538,22
2539,12
2540,8
2541,5
2542,19
2543,22
2544,29
2545,22
2546,17
2547,15
2548,17
2549,22
2550,8
2551,5
2552,22
2553,8
2554,9
2555,29
2556,20
2557,21
2558,6
2559,7
2560,20
2561,24
2562,14
2563,24
2564,25
2565,18
2566,4
2567,28
2568,4
2569,30
2570,1
2571,23
2572,11
2573,23
2574,10
2575,24
2576,14
2577,4
2578,18
2579,26
2580,1
2581,3
2582,1
2583,26
2584,18
2585,30
2586,26
2587,14
2588,10
2589,14
2590,30
2591,1
2592,30
2593,1
2594,26
2595,18
2596,26
2597,18
2598,30
2599,3
2600,30
2601,3
2602,1
2603,3
2604,1
2605,30
2606,1
2607,3
2608,1
2609,30
2610,24
2611,20
2612,21
2613,20
2614,21
2615,6
2616,13
2617,6
2618,13
2619,9
2620,27
2621,16
2622,27
2623,16
2624,27
2625,9
2626,12
2627,19
2628,5
2629,22
2630,12
2631,19
2632,22
2633,8
2634,22
2635,19
2636,22
2637,5
2638,19
2639,5
2640,13
2641,5
2642,19
2643,22
2644,16
2645,22
2646,29
2647,6
2648,13
2649,5
2650,19
2651,12
2652,9
2653,27
2654,6
2655,13
2656,9
2657,12
2658,9
2659,27
2660,9
2661,13
2662,5
2663,13
2664,9
2665,13
2666,5
2667,13
2668,9
2669,29
2670,16
2671,8
2672,5
2673,19
2674,22
2675,5
2676,22
2677,12
2678,8
2679,17
2680,15
2681,17
2682,15
2683,17
2684,15
2685,17
2686,22
2687,12
2688,8
2689,12
2690,9
2691,8
2692,20
2693,24
2694,20
2695,7
2696,20
2697,21
2698,6
2699,13
2700,6
2701,27
2702,9
2703,13
2704,9
2705,27
2706,16
2707,22
2708,19
2709,12
2710,22
2711,5
2712,8
2713,17
2714,15
2715,17
2716,15
2717,17
2718,12
2719,8
2720,17
2721,22
2722,5
2723,22
2724,12
2725,22
2726,19
2727,5
2728,8
2729,22
2730,8
2731,16
2732,8
2733,16
2734,22
2735,29
2736,6
2737,13
2738,5
2739,19
2740,12
2741,8
2742,12
2743,19
2744,22
2745,12
2746,8
2747,16
2748,8
2749,17
2750,15
2751,17
2752,12
2753,17
2754,22
2755,19
2756,5
2757,8
2758,20
2759,8
2760,12
2761,17
2762,12
2763,22
2764,16
2765,27
2766,6
2767,7
2768,6
2769,13
2770,6
2771,7
2772,29
2773,7
2774,6
2775,7
2776,29
2777,7
2778,20
2779,29
2780,22
2781,12
2782,22
2783,8
2784,12
2785,22
2786,17
2787,22
2788,17
2789,8
2790,16
2791,8
2792,9
2793,13
2794,9
2795,13
2796,9
2797,13
2798,5
2799,8
2800,22
2801,16
2802,22
2803,29
2804,20
2805,29
2806,9
2807,12
2808,22
2809,12
2810,22
2811,29
2812,22
2813,5
2814,8
2815,12
2816,8
2817,9
2818,8
2819,16
2820,22
2821,8
2822,17
2823,8
2824,12
2825,8
2826,16
2827,29
2828,16
2829,22
2830,29
2831,7
2832,20
2833,21
2834,20
2835,8
2836,17
2837,8
2838,22
2839,17
2840,22
2841,5
2842,13
2843,9
2844,13
2845,9
2846,29
2847,7
2848,6
2849,13
2850,5
2851,13
2852,9
2853,12
2854,17
2855,22
2856,17
2857,22
2858,19
2859,5
2860,8
2861,9
2862,12
2863,22
2864,29
2865,20
2866,8
2867,22
2868,17
2869,15
2870,17
2871,22
2872,12
2873,19
2874,5
2875,13
2876,5
2877,13
2878,5
2879,13
2880,6
2881,27
2882,6
2883,27
2884,16
2885,22
2886,29
2887,16
2888,8
2889,17
2890,22
2891,17
2892,8
2893,16
2894,8
2895,16
2896,22
2897,8
2898,17
2899,15
2900,17
2901,8
2902,16
2903,27
2904,16
2905,22
2906,5
2907,8
2908,22
2909,5
2910,8
2911,5
2912,8
2913,22
2914,17
2915,15
2916,17
2917,12
2918,22
2919,5
2920,8
2921,17
2922,15
2923,17
2924,15
2925,17
2926,8
2927,5
2928,8
2929,17
2930,15
2931,17
2932,15
2933,17
2934,15
2935,17
2936,22
2937,16
2938,27
2939,9
2940,12
2941,8
2942,5
2943,13
2944,6
2945,29
2946,22
2947,19
2948,12
2949,17
2950,8
2951,12
2952,19
2953,12
2954,17
2955,15
2956,17
2957,8
2958,22
2959,17
2960,12
2961,22
2962,17
2963,15
2964,17
2965,8
2966,20
2967,8
2968,22
2969,5
2970,22
2971,12
2972,22
2973,16
2974,22
2975,16
2976,22
2977,8
2978,16
2979,27
2980,6
2981,21
2982,20
2983,7
2984,6
2985,7
2986,20
2987,24
2988,10
2989,23
2990,1
2991,3
2992,1
2993,3
2994,1
2995,3
2996,30
2997,18
